Participant_ID,Expertise,Task,Version,Time_Taken,Likert,Likert_Rating
7,Beginner,5,A,338.0518863,Likert_5,3
7,Beginner,1,B,306.0837508,Likert_1,1
7,Beginner,2,B,306.0837508,Likert_2,3
7,Beginner,3,B,306.0837508,Likert_3,4
7,Beginner,4,B,306.0837508,Likert_4,5
7,Beginner,5,B,306.0837508,Likert_5,2
8,Beginner,1,A,322.1931616,Likert_1,3
8,Beginner,2,A,322.1931616,Likert_2,1
8,Beginner,3,A,322.1931616,Likert_3,3
8,Beginner,4,A,322.1931616,Likert_4,3
8,Beginner,5,A,322.1931616,Likert_5,4
8,Beginner,1,B,316.6837164,Likert_1,1
8,Beginner,2,B,316.6837164,Likert_2,3
8,Beginner,3,B,316.6837164,Likert_3,1
8,Beginner,4,B,316.6837164,Likert_4,2
8,Beginner,5,B,316.6837164,Likert_5,1
9,Beginner,1,A,374.7039537,Likert_1,3
9,Beginner,2,A,374.7039537,Likert_2,3
9,Beginner,3,A,374.7039537,Likert_3,4
9,Beginner,4,A,374.7039537,Likert_4,2
9,Beginner,5,A,374.7039537,Likert_5,4
9,Beginner,1,B,289.7420868,Likert_1,2
9,Beginner,2,B,289.7420868,Likert_2,4
9,Beginner,3,B,289.7420868,Likert_3,1
9,Beginner,4,B,289.7420868,Likert_4,3
9,Beginner,5,B,289.7420868,Likert_5,2
10,Advanced,1,A,315.6533851,Likert_1,3
10,Advanced,2,A,315.6533851,Likert_2,3
10,Advanced,3,A,315.6533851,Likert_3,4
10,Advanced,4,A,315.6533851,Likert_4,4
10,Advanced,5,A,315.6533851,Likert_5,1
10,Advanced,1,B,257.295213,Likert_1,4
10,Advanced,2,B,257.295213,Likert_2,2
10,Advanced,3,B,257.295213,Likert_3,3
10,Advanced,4,B,257.295213,Likert_4,4
10,Advanced,5,B,257.295213,Likert_5,3
11,Advanced,1,A,172.3505092,Likert_1,3
11,Advanced,2,A,172.3505092,Likert_2,2
11,Advanced,3,A,172.3505092,Likert_3,4
11,Advanced,4,A,172.3505092,Likert_4,3
11,Advanced,5,A,172.3505092,Likert_5,3
11,Advanced,1,B,332.6809298,Likert_1,4
11,Advanced,2,B,332.6809298,Likert_2,2
11,Advanced,3,B,332.6809298,Likert_3,3
11,Advanced,4,B,332.6809298,Likert_4,3
11,Advanced,5,B,332.6809298,Likert_5,3
12,Intermediate,1,A,343.2218099,Likert_1,5
12,Intermediate,2,A,343.2218099,Likert_2,5
12,Intermediate,3,A,343.2218099,Likert_3,2
12,Intermediate,4,A,343.2218099,Likert_4,3
12,Intermediate,5,A,343.2218099,Likert_5,3
12,Intermediate,1,B,262.891749,Likert_1,4
12,Intermediate,2,B,262.891749,Likert_2,4
12,Intermediate,3,B,262.891749,Likert_3,2
12,Intermediate,4,B,262.891749,Likert_4,1
12,Intermediate,5,B,262.891749,Likert_5,3
13,Advanced,1,A,413.4877312,Likert_1,4
13,Advanced,2,A,413.4877312,Likert_2,3
13,Advanced,3,A,413.4877312,Likert_3,4
13,Advanced,4,A,413.4877312,Likert_4,3
13,Advanced,5,A,413.4877312,Likert_5,3
13,Advanced,1,B,227.2817163,Likert_1,2
13,Advanced,2,B,227.2817163,Likert_2,1
13,Advanced,3,B,227.2817163,Likert_3,3
13,Advanced,4,B,227.2817163,Likert_4,2
13,Advanced,5,B,227.2817163,Likert_5,2
14,Intermediate,1,A,302.2879259,Likert_1,3
14,Intermediate,2,A,302.2879259,Likert_2,5
14,Intermediate,3,A,302.2879259,Likert_3,4
14,Intermediate,4,A,302.2879259,Likert_4,2
14,Intermediate,5,A,302.2879259,Likert_5,1
14,Intermediate,1,B,290.6408075,Likert_1,1
14,Intermediate,2,B,290.6408075,Likert_2,2
14,Intermediate,3,B,290.6408075,Likert_3,3
14,Intermediate,4,B,290.6408075,Likert_4,3
14,Intermediate,5,B,290.6408075,Likert_5,4
15,Advanced,1,A,376.6389607,Likert_1,3
15,Advanced,2,A,376.6389607,Likert_2,2
15,Advanced,3,A,376.6389607,Likert_3,3
15,Advanced,4,A,376.6389607,Likert_4,2
15,Advanced,5,A,376.6389607,Likert_5,2
15,Advanced,1,B,373.4679385,Likert_1,2
15,Advanced,2,B,373.4679385,Likert_2,4
15,Advanced,3,B,373.4679385,Likert_3,2
15,Advanced,4,B,373.4679385,Likert_4,4
15,Advanced,5,B,373.4679385,Likert_5,3
16,Intermediate,1,A,307.7473713,Likert_1,3
16,Intermediate,2,A,307.7473713,Likert_2,2
16,Intermediate,3,A,307.7473713,Likert_3,3
16,Intermediate,4,A,307.7473713,Likert_4,3
16,Intermediate,5,A,307.7473713,Likert_5,4
16,Intermediate,1,B,318.908126,Likert_1,3
16,Intermediate,2,B,318.908126,Likert_2,3
16,Intermediate,3,B,318.908126,Likert_3,2
16,Intermediate,4,B,318.908126,Likert_4,4
16,Intermediate,5,B,318.908126,Likert_5,1
17,Advanced,1,A,255.6107126,Likert_1,5
17,Advanced,2,A,255.6107126,Likert_2,3
17,Advanced,3,A,255.6107126,Likert_3,4
17,Advanced,4,A,255.6107126,Likert_4,3
17,Advanced,5,A,255.6107126,Likert_5,3
17,Advanced,1,B,200.9601766,Likert_1,3
17,Advanced,2,B,200.9601766,Likert_2,3
17,Advanced,3,B,200.9601766,Likert_3,2
17,Advanced,4,B,200.9601766,Likert_4,4
17,Advanced,5,B,200.9601766,Likert_5,3
18,Beginner,1,A,282.6043925,Likert_1,3
18,Beginner,2,A,282.6043925,Likert_2,1
18,Beginner,3,A,282.6043925,Likert_3,4
18,Beginner,4,A,282.6043925,Likert_4,3
18,Beginner,5,A,282.6043925,Likert_5,2
18,Beginner,1,B,307.8174485,Likert_1,4
18,Beginner,2,B,307.8174485,Likert_2,3
18,Beginner,3,B,307.8174485,Likert_3,4
18,Beginner,4,B,307.8174485,Likert_4,3
18,Beginner,5,B,307.8174485,Likert_5,3
19,Beginner,1,A,361.514534,Likert_1,3
19,Beginner,2,A,361.514534,Likert_2,3
19,Beginner,3,A,361.514534,Likert_3,1
19,Beginner,4,A,361.514534,Likert_4,4
19,Beginner,5,A,361.514534,Likert_5,3
19,Beginner,1,B,360.1189924,Likert_1,3
19,Beginner,2,B,360.1189924,Likert_2,3
19,Beginner,3,B,360.1189924,Likert_3,2
19,Beginner,4,B,360.1189924,Likert_4,3
19,Beginner,5,B,360.1189924,Likert_5,3
20,Intermediate,1,A,280.6336591,Likert_1,2
20,Intermediate,2,A,280.6336591,Likert_2,3
20,Intermediate,3,A,280.6336591,Likert_3,4
20,Intermediate,4,A,280.6336591,Likert_4,3
20,Intermediate,5,A,280.6336591,Likert_5,4
20,Intermediate,1,B,284.8848625,Likert_1,5
20,Intermediate,2,B,284.8848625,Likert_2,3
20,Intermediate,3,B,284.8848625,Likert_3,1
20,Intermediate,4,B,284.8848625,Likert_4,1
20,Intermediate,5,B,284.8848625,Likert_5,3
21,Intermediate,1,A,247.5723517,Likert_1,1
21,Intermediate,2,A,247.5723517,Likert_2,4
21,Intermediate,3,A,247.5723517,Likert_3,1
21,Intermediate,4,A,247.5723517,Likert_4,1
21,Intermediate,5,A,247.5723517,Likert_5,1
21,Intermediate,1,B,228.9991031,Likert_1,3
21,Intermediate,2,B,228.9991031,Likert_2,4
21,Intermediate,3,B,228.9991031,Likert_3,3
21,Intermediate,4,B,228.9991031,Likert_4,3
21,Intermediate,5,B,228.9991031,Likert_5,3
22,Intermediate,1,A,214.6864905,Likert_1,4
22,Intermediate,2,A,214.6864905,Likert_2,4
22,Intermediate,3,A,214.6864905,Likert_3,4
22,Intermediate,4,A,214.6864905,Likert_4,3
22,Intermediate,5,A,214.6864905,Likert_5,3
22,Intermediate,1,B,397.5387698,Likert_1,2
22,Intermediate,2,B,397.5387698,Likert_2,3
22,Intermediate,3,B,397.5387698,Likert_3,3
22,Intermediate,4,B,397.5387698,Likert_4,3
22,Intermediate,5,B,397.5387698,Likert_5,2
23,Beginner,1,A,274.5173909,Likert_1,4
23,Beginner,2,A,274.5173909,Likert_2,3
23,Beginner,3,A,274.5173909,Likert_3,3
23,Beginner,4,A,274.5173909,Likert_4,3
23,Beginner,5,A,274.5173909,Likert_5,3
23,Beginner,1,B,278.0962849,Likert_1,1
23,Beginner,2,B,278.0962849,Likert_2,3
23,Beginner,3,B,278.0962849,Likert_3,4
23,Beginner,4,B,278.0962849,Likert_4,2
23,Beginner,5,B,278.0962849,Likert_5,4
24,Beginner,1,A,237.360232,Likert_1,2
24,Beginner,2,A,237.360232,Likert_2,2
24,Beginner,3,A,237.360232,Likert_3,4
24,Beginner,4,A,237.360232,Likert_4,3
24,Beginner,5,A,237.360232,Likert_5,3
24,Beginner,1,B,338.8745178,Likert_1,2
24,Beginner,2,B,338.8745178,Likert_2,5
24,Beginner,3,B,338.8745178,Likert_3,3
24,Beginner,4,B,338.8745178,Likert_4,3
24,Beginner,5,B,338.8745178,Likert_5,2
25,Intermediate,1,A,219.3051076,Likert_1,5
25,Intermediate,2,A,219.3051076,Likert_2,5
25,Intermediate,3,A,219.3051076,Likert_3,3
25,Intermediate,4,A,219.3051076,Likert_4,4
25,Intermediate,5,A,219.3051076,Likert_5,4
25,Intermediate,1,B,289.362986,Likert_1,3
25,Intermediate,2,B,289.362986,Likert_2,3
25,Intermediate,3,B,289.362986,Likert_3,2
25,Intermediate,4,B,289.362986,Likert_4,1
25,Intermediate,5,B,289.362986,Likert_5,4
26,Intermediate,1,A,255.2266719,Likert_1,2
26,Intermediate,2,A,255.2266719,Likert_2,2
26,Intermediate,3,A,255.2266719,Likert_3,2
26,Intermediate,4,A,255.2266719,Likert_4,2
26,Intermediate,5,A,255.2266719,Likert_5,5
26,Intermediate,1,B,319.3451249,Likert_1,2
26,Intermediate,2,B,319.3451249,Likert_2,5
26,Intermediate,3,B,319.3451249,Likert_3,3
26,Intermediate,4,B,319.3451249,Likert_4,4
26,Intermediate,5,B,319.3451249,Likert_5,2
27,Intermediate,1,A,274.4597431,Likert_1,3
27,Intermediate,2,A,274.4597431,Likert_2,2
27,Intermediate,3,A,274.4597431,Likert_3,3
27,Intermediate,4,A,274.4597431,Likert_4,3
27,Intermediate,5,A,274.4597431,Likert_5,4
27,Intermediate,1,B,240.9683908,Likert_1,4
27,Intermediate,2,B,240.9683908,Likert_2,3
27,Intermediate,3,B,240.9683908,Likert_3,4
27,Intermediate,4,B,240.9683908,Likert_4,3
27,Intermediate,5,B,240.9683908,Likert_5,4
28,Advanced,1,A,298.5908886,Likert_1,3
28,Advanced,2,A,298.5908886,Likert_2,2
28,Advanced,3,A,298.5908886,Likert_3,4
28,Advanced,4,A,298.5908886,Likert_4,5
28,Advanced,5,A,298.5908886,Likert_5,3
28,Advanced,1,B,321.4165935,Likert_1,4
28,Advanced,2,B,321.4165935,Likert_2,4
28,Advanced,3,B,321.4165935,Likert_3,3
28,Advanced,4,B,321.4165935,Likert_4,5
28,Advanced,5,B,321.4165935,Likert_5,3
29,Advanced,1,A,303.3258611,Likert_1,5
29,Advanced,2,A,303.3258611,Likert_2,4
29,Advanced,3,A,303.3258611,Likert_3,3
29,Advanced,4,A,303.3258611,Likert_4,3
29,Advanced,5,A,303.3258611,Likert_5,5
29,Advanced,1,B,315.1235949,Likert_1,1
29,Advanced,2,B,315.1235949,Likert_2,1
29,Advanced,3,B,315.1235949,Likert_3,3
29,Advanced,4,B,315.1235949,Likert_4,4
29,Advanced,5,B,315.1235949,Likert_5,3
30,Beginner,1,A,268.2838953,Likert_1,5
30,Beginner,2,A,268.2838953,Likert_2,3
30,Beginner,3,A,268.2838953,Likert_3,3
30,Beginner,4,A,268.2838953,Likert_4,4
30,Beginner,5,A,268.2838953,Likert_5,2
30,Beginner,1,B,281.8629417,Likert_1,4
30,Beginner,2,B,281.8629417,Likert_2,3
30,Beginner,3,B,281.8629417,Likert_3,3
30,Beginner,4,B,281.8629417,Likert_4,4
30,Beginner,5,B,281.8629417,Likert_5,2
31,Advanced,1,A,266.3769776,Likert_1,3
31,Advanced,2,A,266.3769776,Likert_2,2
31,Advanced,3,A,266.3769776,Likert_3,4
31,Advanced,4,A,266.3769776,Likert_4,4
31,Advanced,5,A,266.3769776,Likert_5,4
31,Advanced,1,B,282.0223419,Likert_1,1
31,Advanced,2,B,282.0223419,Likert_2,1
31,Advanced,3,B,282.0223419,Likert_3,3
31,Advanced,4,B,282.0223419,Likert_4,4
31,Advanced,5,B,282.0223419,Likert_5,4
32,Intermediate,1,A,259.3426859,Likert_1,3
32,Intermediate,2,A,259.3426859,Likert_2,3
32,Intermediate,3,A,259.3426859,Likert_3,3
32,Intermediate,4,A,259.3426859,Likert_4,3
32,Intermediate,5,A,259.3426859,Likert_5,5
32,Intermediate,1,B,213.6858699,Likert_1,3
32,Intermediate,2,B,213.6858699,Likert_2,4
32,Intermediate,3,B,213.6858699,Likert_3,3
32,Intermediate,4,B,213.6858699,Likert_4,3
32,Intermediate,5,B,213.6858699,Likert_5,3
33,Beginner,1,A,308.8713071,Likert_1,2
33,Beginner,2,A,308.8713071,Likert_2,3
33,Beginner,3,A,308.8713071,Likert_3,3
33,Beginner,4,A,308.8713071,Likert_4,3
33,Beginner,5,A,308.8713071,Likert_5,4
33,Beginner,1,B,279.9109532,Likert_1,4
33,Beginner,2,B,279.9109532,Likert_2,2
33,Beginner,3,B,279.9109532,Likert_3,2
33,Beginner,4,B,279.9109532,Likert_4,2
33,Beginner,5,B,279.9109532,Likert_5,3
34,Advanced,1,A,218.4900827,Likert_1,1
34,Advanced,2,A,218.4900827,Likert_2,2
34,Advanced,3,A,218.4900827,Likert_3,5
34,Advanced,4,A,218.4900827,Likert_4,2
34,Advanced,5,A,218.4900827,Likert_5,4
34,Advanced,1,B,323.1391128,Likert_1,3
34,Advanced,2,B,323.1391128,Likert_2,3
34,Advanced,3,B,323.1391128,Likert_3,2
34,Advanced,4,B,323.1391128,Likert_4,2
34,Advanced,5,B,323.1391128,Likert_5,4
35,Intermediate,1,A,254.6350818,Likert_1,3
35,Intermediate,2,A,254.6350818,Likert_2,4
35,Intermediate,3,A,254.6350818,Likert_3,5
35,Intermediate,4,A,254.6350818,Likert_4,4
35,Intermediate,5,A,254.6350818,Likert_5,1
35,Intermediate,1,B,302.5972698,Likert_1,2
35,Intermediate,2,B,302.5972698,Likert_2,3
35,Intermediate,3,B,302.5972698,Likert_3,2
35,Intermediate,4,B,302.5972698,Likert_4,5
35,Intermediate,5,B,302.5972698,Likert_5,3
36,Intermediate,1,A,336.4545281,Likert_1,3
36,Intermediate,2,A,336.4545281,Likert_2,4
36,Intermediate,3,A,336.4545281,Likert_3,4
36,Intermediate,4,A,336.4545281,Likert_4,4
36,Intermediate,5,A,336.4545281,Likert_5,3
36,Intermediate,1,B,306.4491455,Likert_1,2
36,Intermediate,2,B,306.4491455,Likert_2,2
36,Intermediate,3,B,306.4491455,Likert_3,3
36,Intermediate,4,B,306.4491455,Likert_4,1
36,Intermediate,5,B,306.4491455,Likert_5,5
37,Beginner,1,A,356.9700342,Likert_1,4
37,Beginner,2,A,356.9700342,Likert_2,4
37,Beginner,3,A,356.9700342,Likert_3,3
37,Beginner,4,A,356.9700342,Likert_4,2
37,Beginner,5,A,356.9700342,Likert_5,3
37,Beginner,1,B,238.258709,Likert_1,3
37,Beginner,2,B,238.258709,Likert_2,1
37,Beginner,3,B,238.258709,Likert_3,3
37,Beginner,4,B,238.258709,Likert_4,2
37,Beginner,5,B,238.258709,Likert_5,4
38,Intermediate,1,A,320.1170821,Likert_1,4
38,Intermediate,2,A,320.1170821,Likert_2,4
38,Intermediate,3,A,320.1170821,Likert_3,5
38,Intermediate,4,A,320.1170821,Likert_4,2
38,Intermediate,5,A,320.1170821,Likert_5,5
38,Intermediate,1,B,265.7594955,Likert_1,3
38,Intermediate,2,B,265.7594955,Likert_2,2
38,Intermediate,3,B,265.7594955,Likert_3,4
38,Intermediate,4,B,265.7594955,Likert_4,1
38,Intermediate,5,B,265.7594955,Likert_5,2
39,Advanced,1,A,256.4601425,Likert_1,3
39,Advanced,2,A,256.4601425,Likert_2,4
39,Advanced,3,A,256.4601425,Likert_3,4
39,Advanced,4,A,256.4601425,Likert_4,2
39,Advanced,5,A,256.4601425,Likert_5,4
39,Advanced,1,B,271.0575168,Likert_1,3
39,Advanced,2,B,271.0575168,Likert_2,5
39,Advanced,3,B,271.0575168,Likert_3,3
39,Advanced,4,B,271.0575168,Likert_4,4
39,Advanced,5,B,271.0575168,Likert_5,4
40,Beginner,1,A,284.4223734,Likert_1,3
40,Beginner,2,A,284.4223734,Likert_2,1
40,Beginner,3,A,284.4223734,Likert_3,4
40,Beginner,4,A,284.4223734,Likert_4,5
40,Beginner,5,A,284.4223734,Likert_5,4
40,Beginner,1,B,302.8082671,Likert_1,3
40,Beginner,2,B,302.8082671,Likert_2,3
40,Beginner,3,B,302.8082671,Likert_3,2
40,Beginner,4,B,302.8082671,Likert_4,2
40,Beginner,5,B,302.8082671,Likert_5,3
41,Advanced,1,A,241.742508,Likert_1,2
41,Advanced,2,A,241.742508,Likert_2,5
41,Advanced,3,A,241.742508,Likert_3,2
41,Advanced,4,A,241.742508,Likert_4,3
41,Advanced,5,A,241.742508,Likert_5,4
41,Advanced,1,B,345.0413243,Likert_1,3
41,Advanced,2,B,345.0413243,Likert_2,4
41,Advanced,3,B,345.0413243,Likert_3,4
41,Advanced,4,B,345.0413243,Likert_4,4
41,Advanced,5,B,345.0413243,Likert_5,5
42,Intermediate,1,A,323.283122,Likert_1,2
42,Intermediate,2,A,323.283122,Likert_2,3
42,Intermediate,3,A,323.283122,Likert_3,3
42,Intermediate,4,A,323.283122,Likert_4,5
42,Intermediate,5,A,323.283122,Likert_5,3
42,Intermediate,1,B,223.1878157,Likert_1,2
42,Intermediate,2,B,223.1878157,Likert_2,3
42,Intermediate,3,B,223.1878157,Likert_3,3
42,Intermediate,4,B,223.1878157,Likert_4,2
42,Intermediate,5,B,223.1878157,Likert_5,3
43,Intermediate,1,A,374.4126097,Likert_1,1
43,Intermediate,2,A,374.4126097,Likert_2,4
43,Intermediate,3,A,374.4126097,Likert_3,2
43,Intermediate,4,A,374.4126097,Likert_4,4
43,Intermediate,5,A,374.4126097,Likert_5,4
43,Intermediate,1,B,394.7944588,Likert_1,3
43,Intermediate,2,B,394.7944588,Likert_2,4
43,Intermediate,3,B,394.7944588,Likert_3,4
43,Intermediate,4,B,394.7944588,Likert_4,2
43,Intermediate,5,B,394.7944588,Likert_5,3
44,Beginner,1,A,358.9389786,Likert_1,5
44,Beginner,2,A,358.9389786,Likert_2,4
44,Beginner,3,A,358.9389786,Likert_3,3
44,Beginner,4,A,358.9389786,Likert_4,4
44,Beginner,5,A,358.9389786,Likert_5,3
44,Beginner,1,B,291.0037582,Likert_1,4
44,Beginner,2,B,291.0037582,Likert_2,1
44,Beginner,3,B,291.0037582,Likert_3,3
44,Beginner,4,B,291.0037582,Likert_4,4
44,Beginner,5,B,291.0037582,Likert_5,3
45,Advanced,1,A,246.4623689,Likert_1,3
45,Advanced,2,A,246.4623689,Likert_2,5
45,Advanced,3,A,246.4623689,Likert_3,3
45,Advanced,4,A,246.4623689,Likert_4,4
45,Advanced,5,A,246.4623689,Likert_5,2
45,Advanced,1,B,352.7225863,Likert_1,3
45,Advanced,2,B,352.7225863,Likert_2,2
45,Advanced,3,B,352.7225863,Likert_3,5
45,Advanced,4,B,352.7225863,Likert_4,4
45,Advanced,5,B,352.7225863,Likert_5,3
46,Beginner,1,A,279.8411527,Likert_1,3
46,Beginner,2,A,279.8411527,Likert_2,4
46,Beginner,3,A,279.8411527,Likert_3,3
46,Beginner,4,A,279.8411527,Likert_4,4
46,Beginner,5,A,279.8411527,Likert_5,4
46,Beginner,1,B,361.1222535,Likert_1,3
46,Beginner,2,B,361.1222535,Likert_2,4
46,Beginner,3,B,361.1222535,Likert_3,3
46,Beginner,4,B,361.1222535,Likert_4,1
46,Beginner,5,B,361.1222535,Likert_5,4
47,Advanced,1,A,310.4137489,Likert_1,2
47,Advanced,2,A,310.4137489,Likert_2,4
47,Advanced,3,A,310.4137489,Likert_3,3
47,Advanced,4,A,310.4137489,Likert_4,2
47,Advanced,5,A,310.4137489,Likert_5,4
47,Advanced,1,B,348.8319518,Likert_1,4
47,Advanced,2,B,348.8319518,Likert_2,3
47,Advanced,3,B,348.8319518,Likert_3,4
47,Advanced,4,B,348.8319518,Likert_4,3
47,Advanced,5,B,348.8319518,Likert_5,3
48,Beginner,1,A,317.8183199,Likert_1,4
48,Beginner,2,A,317.8183199,Likert_2,3
48,Beginner,3,A,317.8183199,Likert_3,4
48,Beginner,4,A,317.8183199,Likert_4,5
48,Beginner,5,A,317.8183199,Likert_5,4
48,Beginner,1,B,335.3286584,Likert_1,1
48,Beginner,2,B,335.3286584,Likert_2,3
48,Beginner,3,B,335.3286584,Likert_3,4
48,Beginner,4,B,335.3286584,Likert_4,3
48,Beginner,5,B,335.3286584,Likert_5,3
49,Intermediate,1,A,300.525001,Likert_1,1
49,Intermediate,2,A,300.525001,Likert_2,3
49,Intermediate,3,A,300.525001,Likert_3,1
49,Intermediate,4,A,300.525001,Likert_4,3
49,Intermediate,5,A,300.525001,Likert_5,4
49,Intermediate,1,B,389.2935247,Likert_1,4
49,Intermediate,2,B,389.2935247,Likert_2,2
49,Intermediate,3,B,389.2935247,Likert_3,2
49,Intermediate,4,B,389.2935247,Likert_4,3
49,Intermediate,5,B,389.2935247,Likert_5,2
50,Beginner,1,A,306.3456046,Likert_1,3
50,Beginner,2,A,306.3456046,Likert_2,2
50,Beginner,3,A,306.3456046,Likert_3,4
50,Beginner,4,A,306.3456046,Likert_4,2
50,Beginner,5,A,306.3456046,Likert_5,4
50,Beginner,1,B,320.0994682,Likert_1,2
50,Beginner,2,B,320.0994682,Likert_2,4
50,Beginner,3,B,320.0994682,Likert_3,3
50,Beginner,4,B,320.0994682,Likert_4,2
50,Beginner,5,B,320.0994682,Likert_5,4
51,Beginner,1,A,394.1575349,Likert_1,2
51,Beginner,2,A,394.1575349,Likert_2,2
51,Beginner,3,A,394.1575349,Likert_3,1
51,Beginner,4,A,394.1575349,Likert_4,4
51,Beginner,5,A,394.1575349,Likert_5,2
51,Beginner,1,B,232.6120469,Likert_1,3
51,Beginner,2,B,232.6120469,Likert_2,3
51,Beginner,3,B,232.6120469,Likert_3,1
51,Beginner,4,B,232.6120469,Likert_4,3
51,Beginner,5,B,232.6120469,Likert_5,2
52,Beginner,1,A,236.4757501,Likert_1,3
52,Beginner,2,A,236.4757501,Likert_2,2
52,Beginner,3,A,236.4757501,Likert_3,4
52,Beginner,4,A,236.4757501,Likert_4,4
52,Beginner,5,A,236.4757501,Likert_5,3
52,Beginner,1,B,348.4698354,Likert_1,3
52,Beginner,2,B,348.4698354,Likert_2,3
52,Beginner,3,B,348.4698354,Likert_3,1
52,Beginner,4,B,348.4698354,Likert_4,2
52,Beginner,5,B,348.4698354,Likert_5,2
53,Beginner,1,A,241.3438297,Likert_1,3
53,Beginner,2,A,241.3438297,Likert_2,3
53,Beginner,3,A,241.3438297,Likert_3,2
53,Beginner,4,A,241.3438297,Likert_4,2
53,Beginner,5,A,241.3438297,Likert_5,3
53,Beginner,1,B,397.1810593,Likert_1,4
53,Beginner,2,B,397.1810593,Likert_2,4
53,Beginner,3,B,397.1810593,Likert_3,3
53,Beginner,4,B,397.1810593,Likert_4,3
53,Beginner,5,B,397.1810593,Likert_5,2
54,Beginner,1,A,279.319051,Likert_1,2
54,Beginner,2,A,279.319051,Likert_2,4
54,Beginner,3,A,279.319051,Likert_3,4
54,Beginner,4,A,279.319051,Likert_4,4
54,Beginner,5,A,279.319051,Likert_5,3
54,Beginner,1,B,262.6272594,Likert_1,3
54,Beginner,2,B,262.6272594,Likert_2,3
54,Beginner,3,B,262.6272594,Likert_3,4
54,Beginner,4,B,262.6272594,Likert_4,3
54,Beginner,5,B,262.6272594,Likert_5,2
55,Beginner,1,A,396.1471013,Likert_1,3
55,Beginner,2,A,396.1471013,Likert_2,5
55,Beginner,3,A,396.1471013,Likert_3,3
55,Beginner,4,A,396.1471013,Likert_4,2
55,Beginner,5,A,396.1471013,Likert_5,3
55,Beginner,1,B,374.0257396,Likert_1,2
55,Beginner,2,B,374.0257396,Likert_2,3
55,Beginner,3,B,374.0257396,Likert_3,3
55,Beginner,4,B,374.0257396,Likert_4,2
55,Beginner,5,B,374.0257396,Likert_5,3
56,Beginner,1,A,393.377948,Likert_1,3
56,Beginner,2,A,393.377948,Likert_2,3
